"","DATA_YEAR","COUNTY","SOCP","SEX","count","count_moe","share","share_moe"
"44",2022,"Region","BUS-Training And Development Specialists","Male",490,219.574535915484,0.581947743467934,0.167136129323301
"45",2022,"Region","BUS-Training And Development Specialists","Total",842,272.52864486371,0.000992712640344455,0.000321222078652949
"46",2022,"Region","BUS-Wholesale And Retail Buyers, Except Farm Products","Female",618,262.538083304118,0.606476938174681,0.143783542641868
"47",2022,"Region","BUS-Wholesale And Retail Buyers, Except Farm Products","Male",401,185.194783832456,0.393523061825319,0.143783542641868
"48",2022,"Region","BUS-Wholesale And Retail Buyers, Except Farm Products","Total",1019,330.840337200212,0.00120139451367102,0.000389095445212914
"49",2022,"Region","CLN-First-Line Supervisors Of Housekeeping And Janitorial Workers","Female",164,112.455333060509,0.368539325842697,0.176870110819765
"50",2022,"Region","CLN-First-Line Supervisors Of Housekeeping And Janitorial Workers","Male",281,148.680156132216,0.631460674157303,0.176870110819765
"51",2022,"Region","CLN-First-Line Supervisors Of Housekeeping And Janitorial Workers","Total",445,214.040039598319,0.000524652167402948,0.000251623537370653
"52",2022,"Region","CLN-First-Line Supervisors Of Landscaping, Lawn Service, And Groundskeeping Workers","Female",14,23.0241242504465,0.031390134529148,0.0537477455636413
"53",2022,"Region","CLN-First-Line Supervisors Of Landscaping, Lawn Service, And Groundskeeping Workers","Male",432,215.489035222793,0.968609865470852,0.0537477455636413
"54",2022,"Region","CLN-First-Line Supervisors Of Landscaping, Lawn Service, And Groundskeeping Workers","Total",446,215.502848139532,0.000525831161037562,0.000254045022196664
"55",2022,"Region","CLN-Janitors And Building Cleaners","Female",2401,464.088145182303,0.411623521344077,0.0597974123763487
"56",2022,"Region","CLN-Janitors And Building Cleaners","Male",3432,542.864829721681,0.588376478655923,0.0597974123763487
"57",2022,"Region","CLN-Janitors And Building Cleaners","Total",5833,718.140194671277,0.00687706987069977,0.000833956393998612
"58",2022,"Region","CLN-Landscaping And Groundskeeping Workers","Female",618,256.580190021073,0.171143727499308,0.0660551725903641
"59",2022,"Region","CLN-Landscaping And Groundskeeping Workers","Male",2993,548.63709440417,0.828856272500692,0.0660551725903641
"60",2022,"Region","CLN-Landscaping And Groundskeeping Workers","Total",3611,593.593412080188,0.00425734601458887,0.000701708338586569
"61",2022,"Region","CLN-Maids And Housekeeping Cleaners","Female",2549,509.330360635413,0.899435426958363,0.0515314513934083
"62",2022,"Region","CLN-Maids And Housekeeping Cleaners","Male",285,158.613745711871,0.100564573041637,0.0515314513934083
"63",2022,"Region","CLN-Maids And Housekeeping Cleaners","Total",2834,558.318549545195,0.00334126796049428,0.000653876164945652
"64",2022,"Region","CLN-Other Grounds Maintenance Workers","Female",23,29.3345521527089,0.27710843373494,0.405857701359698
"65",2022,"Region","CLN-Other Grounds Maintenance Workers","Male",60,85.2897203946642,0.72289156626506,0.405857701359698
"66",2022,"Region","CLN-Other Grounds Maintenance Workers","Total",83,94.0099869694704,9.78564716729094e-05,0.000111061031801025
"67",2022,"Region","CLN-Pest Control Workers","Female",50,57.2403273051439,0.175438596491228,0.19118049733011
"68",2022,"Region","CLN-Pest Control Workers","Male",235,165.158327688918,0.824561403508772,0.19118049733011
"69",2022,"Region","CLN-Pest Control Workers","Total",285,178.984769086646,0.00033601318586481,0.00021105574167758
"70",2022,"Region","CLN-Tree Trimmers And Pruners","Male",284,184.566507558928,1,0
"71",2022,"Region","CLN-Tree Trimmers And Pruners","Total",284,184.566507558928,0.000334834192230196,0.000217506954013596
"72",2022,"Region","CMM-Actuaries","Female",46,45.9747335772596,0.247311827956989,0.228338670023666
"73",2022,"Region","CMM-Actuaries","Male",140,99.2727175386067,0.752688172043011,0.228338670023666
"74",2022,"Region","CMM-Actuaries","Total",186,112.246391478746,0.000219292816038086,0.000132178770585672
"75",2022,"Region","CMM-Computer And Information Research Scientists","Female",111,104.28703216364,0.313559322033898,0.234573108860125
"76",2022,"Region","CMM-Computer And Information Research Scientists","Male",243,116.193373003799,0.686440677966102,0.234573108860125
"77",2022,"Region","CMM-Computer And Information Research Scientists","Total",354,149.946058701121,0.000417363746653132,0.000176890638490561
"78",2022,"Region","CMM-Computer Network Architects","Female",121,64.1476181650574,0.121852970795569,0.0634165235904245
"79",2022,"Region","CMM-Computer Network Architects","Male",872,318.633782383868,0.878147029204431,0.0634165235904245
"80",2022,"Region","CMM-Computer Network Architects","Total",993,337.160798766701,0.00117074067917107,0.000398910651939495
"81",2022,"Region","CMM-Computer Occupations, All Other","Female",632,235.440535207406,0.241682600382409,0.0791027935691395
"82",2022,"Region","CMM-Computer Occupations, All Other","Male",1983,403.870281434831,0.758317399617591,0.0791027935691395
"83",2022,"Region","CMM-Computer Occupations, All Other","Total",2615,455.919102434851,0.00308306835451395,0.000540009650357872
"84",2022,"Region","CMM-Computer Programmers","Female",264,106.311426085111,0.141025641025641,0.0551217956782942
"85",2022,"Region","CMM-Computer Programmers","Male",1608,383.741163100207,0.858974358974359,0.0551217956782941
"86",2022,"Region","CMM-Computer Programmers","Total",1872,406.721883823885,0.00220707608399622,0.000480973526434553
"87",2022,"Region","CMM-Computer Support Specialists","Female",761,236.939680849895,0.244223363286264,0.067114713820897
"88",2022,"Region","CMM-Computer Support Specialists","Male",2355,505.045809320798,0.755776636713736,0.067114713820897
"89",2022,"Region","CMM-Computer Support Specialists","Total",3116,576.910083768476,0.00367374416545525,0.000684619931245594
"90",2022,"Region","CMM-Computer Systems Analysts","Female",1053,327.976245307873,0.392178770949721,0.083487284753168
"91",2022,"Region","CMM-Computer Systems Analysts","Male",1632,406.051681376583,0.607821229050279,0.083487284753168
"92",2022,"Region","CMM-Computer Systems Analysts","Total",2685,577.061685844763,0.00316559790893689,0.000679792427987526
"93",2022,"Region","CMM-Database Administrators And Architects","Female",263,123.909017609696,0.250954198473282,0.106285785172202
"94",2022,"Region","CMM-Database Administrators And Architects","Male",785,230.031649906594,0.749045801526718,0.106285785172202
"95",2022,"Region","CMM-Database Administrators And Architects","Total",1048,254.521691396333,0.00123558532907481,0.00030095923116055
"96",2022,"Region","CMM-Information Security Analysts","Female",256,143.429945125661,0.272340425531915,0.151500272166245
"97",2022,"Region","CMM-Information Security Analysts","Male",684,278.773146619702,0.727659574468085,0.151500272166245
"98",2022,"Region","CMM-Information Security Analysts","Total",940,282.818990111166,0.00110825401653656,0.000333861164019379
"99",2022,"Region","CMM-Network And Computer Systems Administrators","Female",79,65.7413707550276,0.0873893805309734,0.0684400545064264
"100",2022,"Region","CMM-Network And Computer Systems Administrators","Male",825,266.932107807866,0.912610619469027,0.0684400545064264
"101",2022,"Region","CMM-Network And Computer Systems Administrators","Total",904,280.471776392028,0.00106581024569048,0.000331389096117035
"102",2022,"Region","CMM-Operations Research Analysts","Female",423,225.618811455295,0.581843191196699,0.149265554969895
"103",2022,"Region","CMM-Operations Research Analysts","Male",304,191.0304722878,0.418156808803301,0.149265554969895
"104",2022,"Region","CMM-Operations Research Analysts","Total",727,361.420389013957,0.000857128372363918,0.00042545337469221
"105",2022,"Region","CMM-Other Mathematical Science Occupations","Female",1373,399.923149136181,0.446794663195574,0.0952346201864359
"106",2022,"Region","CMM-Other Mathematical Science Occupations","Male",1700,330.025703612613,0.553205336804426,0.0952346201864359
"107",2022,"Region","CMM-Other Mathematical Science Occupations","Total",3073,457.992638884622,0.00362304743916688,0.00052957844446901
"108",2022,"Region","CMM-Software Developers","Female",5264,683.727385227475,0.193522296974376,0.0227836374101618
"109",2022,"Region","CMM-Software Developers","Male",21937,1168.6677871812,0.806477703025624,0.0227836374101618
"110",2022,"Region","CMM-Software Developers","Total",27201,1279.5539210385,0.0320698058551182,0.00148735630407641
"111",2022,"Region","CMM-Software Quality Assurance Analysts And Testers","Female",148,101.68042937311,0.267631103074141,0.153440373838085
"112",2022,"Region","CMM-Software Quality Assurance Analysts And Testers","Male",405,142.098866805826,0.732368896925859,0.153440373838085
"113",2022,"Region","CMM-Software Quality Assurance Analysts And Testers","Total",553,176.599771602344,0.000651983479941192,0.000207997209696369
"114",2022,"Region","CMM-Web And Digital Interface Designers","Female",147,76.8929731753819,0.312101910828025,0.137713127647774
"115",2022,"Region","CMM-Web And Digital Interface Designers","Male",324,149.271853864853,0.687898089171974,0.137713127647774
"116",2022,"Region","CMM-Web And Digital Interface Designers","Total",471,180.427331507729,0.000555306001902896,0.000212066226959751
"117",2022,"Region","CMM-Web Developers","Female",218,113.305159221679,0.479120879120879,0.198882848876128
"118",2022,"Region","CMM-Web Developers","Male",237,137.868273380789,0.520879120879121,0.198882848876128
"119",2022,"Region","CMM-Web Developers","Total",455,175.736898291878,0.000536442103749082,0.000207795810219344
"120",2022,"Region","CMS-Child, Family, And School Social Workers","Female",64,56.0435831964731,1,0
"121",2022,"Region","CMS-Child, Family, And School Social Workers","Total",64,56.0435831964731,7.54555926152555e-05,6.59402840673561e-05
"122",2022,"Region","CMS-Clergy","Female",269,129.479370113544,0.220491803278689,0.10473939373018
"123",2022,"Region","CMS-Clergy","Male",951,289.920924816147,0.779508196721311,0.10473939373018
"124",2022,"Region","CMS-Clergy","Total",1220,303.629971875719,0.00143837223422831,0.000357646447108767
"125",2022,"Region","CMS-Counselors, All Other","Female",650,237.89595069326,0.69593147751606,0.157973398541651
"126",2022,"Region","CMS-Counselors, All Other","Male",284,189.259019385471,0.30406852248394,0.157973398541651
"127",2022,"Region","CMS-Counselors, All Other","Total",934,322.28316739321,0.00110118005472888,0.000381298280552761
"128",2022,"Region","CMS-Directors, Religious Activities And Education","Female",140,110.30151268795,0.809248554913295,0.271334109175925
"129",2022,"Region","CMS-Directors, Religious Activities And Education","Male",33,40.6434860863337,0.190751445086705,0.271334109175925
"130",2022,"Region","CMS-Directors, Religious Activities And Education","Total",173,105.716050105932,0.000203965898788112,0.000124821356198019
"131",2022,"Region","CMS-Educational, Guidance, And Career Counselors And Advisors","Female",878,231.338415160021,0.65424739195231,0.110262825457021
"132",2022,"Region","CMS-Educational, Guidance, And Career Counselors And Advisors","Male",464,211.061577398043,0.34575260804769,0.110262825457021
"133",2022,"Region","CMS-Educational, Guidance, And Career Counselors And Advisors","Total",1342,336.238965752038,0.00158220945765114,0.000397644916651571
"134",2022,"Region","CMS-Healthcare Social Workers","Female",344,208.24686468228,1,0
"135",2022,"Region","CMS-Healthcare Social Workers","Total",344,208.24686468228,0.000405573810306998,0.000245193873174874
"136",2022,"Region","CMS-Marriage And Family Therapists","Female",157,117.407373490765,1,0
"137",2022,"Region","CMS-Marriage And Family Therapists","Total",157,117.407373490765,0.000185102000634299,0.000138461068168665
"138",2022,"Region","CMS-Mental Health And Substance Abuse Social Workers","Female",127,86.0305118983957,1,0
"139",2022,"Region","CMS-Mental Health And Substance Abuse Social Workers","Total",127,86.0305118983957,0.000149732191595898,0.000101664877053456
"140",2022,"Region","CMS-Mental Health Counselors","Female",341,127.814488722914,0.549114331723027,0.154418256617634
"141",2022,"Region","CMS-Mental Health Counselors","Male",280,133.17085282636,0.450885668276973,0.154418256617634
"142",2022,"Region","CMS-Mental Health Counselors","Total",621,181.361529761689,0.000732155047094901,0.000212310914102009
"143",2022,"Region","CMS-Other Community And Social Service Specialists","Female",204,115.793862418308,0.664495114006515,0.210804422250343
"144",2022,"Region","CMS-Other Community And Social Service Specialists","Male",103,78.5192464224536,0.335504885993485,0.210804422250343
"145",2022,"Region","CMS-Other Community And Social Service Specialists","Total",307,143.08947186114,0.000361951045826304,0.000168386628248365
"146",2022,"Region","CMS-Probation Officers And Correctional Treatment Specialists","Female",122,98.6204596166536,1,0
"147",2022,"Region","CMS-Probation Officers And Correctional Treatment Specialists","Total",122,98.6204596166536,0.000143837223422831,0.000116294115964067
"148",2022,"Region","CMS-Rehabilitation Counselors","Female",34,42.0184008649782,0.68,0.490825860475937
"149",2022,"Region","CMS-Rehabilitation Counselors","Male",16,29.5184696419039,0.32,0.490825860475937
"150",2022,"Region","CMS-Rehabilitation Counselors","Total",50,51.4716793610817,5.89496817306683e-05,6.0753907209416e-05
"151",2022,"Region","CMS-Religious Workers, All Other","Female",399,165.542096692956,0.630331753554502,0.230199375403807
"152",2022,"Region","CMS-Religious Workers, All Other","Male",234,200.343509294037,0.369668246445498,0.230199375403807
"153",2022,"Region","CMS-Religious Workers, All Other","Total",633,264.27758238498,0.000746302970710261,0.000312457219599271
"154",2022,"Region","CMS-Social And Human Service Assistants","Female",835,265.771119885137,0.690653432588916,0.119283854179663
"155",2022,"Region","CMS-Social And Human Service Assistants","Male",374,220.0475740465,0.309346567411084,0.119283854179663
"156",2022,"Region","CMS-Social And Human Service Assistants","Total",1209,399.899973673105,0.00142540330424756,0.000471851707490144
"157",2022,"Region","CMS-Social Workers, All Other","Female",1024,258.407195727499,0.835236541598695,0.0779049279273397
"158",2022,"Region","CMS-Social Workers, All Other","Male",202,104.814386399244,0.164763458401305,0.0779049279273397
"159",2022,"Region","CMS-Social Workers, All Other","Total",1226,286.664083201053,0.00144544619603599,0.000336897209139153
"160",2022,"Region","CMS-Substance Abuse And Behavioral Disorder Counselors","Female",357,197.227542374918,0.730061349693252,0.208970127704682
"161",2022,"Region","CMS-Substance Abuse And Behavioral Disorder Counselors","Male",132,106.856647383305,0.269938650306748,0.208970127704682
"162",2022,"Region","CMS-Substance Abuse And Behavioral Disorder Counselors","Total",489,213.892069900335,0.000576527887325936,0.000250978046979471
"163",2022,"Region","CON-Boilermakers","Male",24,38.4416473697473,1,0
"164",2022,"Region","CON-Boilermakers","Total",24,38.4416473697473,2.82958472307208e-05,4.53212743181983e-05
"165",2022,"Region","CON-Brickmasons, Blockmasons, Stonemasons, And Reinforcing Iron And Rebar Workers","Male",271,162.732825384125,1,0
"166",2022,"Region","CON-Brickmasons, Blockmasons, Stonemasons, And Reinforcing Iron And Rebar Workers","Total",271,162.732825384125,0.000319507274980222,0.000191558612232338
"167",2022,"Region","CON-Carpenters","Female",208,173.194752883134,0.0517412935323383,0.0402531252682915
"168",2022,"Region","CON-Carpenters","Male",3812,540.696386007203,0.948258706467662,0.0402531252682915
"169",2022,"Region","CON-Carpenters","Total",4020,590.576994019408,0.00473955441114573,0.000699836820997439
"170",2022,"Region","CON-Carpet, Floor, And Tile Installers And Finishers","Male",520,192.709836791613,1,0
"171",2022,"Region","CON-Carpet, Floor, And Tile Installers And Finishers","Total",520,192.709836791613,0.000613076689998951,0.000226180489559239
"172",2022,"Region","CON-Cement Masons, Concrete Finishers, And Terrazzo Workers","Female",39,62.8219878804388,0.121875,0.189390018867744
"173",2022,"Region","CON-Cement Masons, Concrete Finishers, And Terrazzo Workers","Male",281,175.119888708422,0.878125,0.189390018867744
"174",2022,"Region","CON-Cement Masons, Concrete Finishers, And Terrazzo Workers","Total",320,188.764735563876,0.000377277963076277,0.000222277898123116
"175",2022,"Region","CON-Construction And Building Inspectors","Female",14,24.2964885065723,0.0395480225988701,0.0708087929927651
"176",2022,"Region","CON-Construction And Building Inspectors","Male",340,174.834559223141,0.96045197740113,0.0708087929927651
"177",2022,"Region","CON-Construction And Building Inspectors","Total",354,176.380517674147,0.000417363746653132,0.000207680871451804
"178",2022,"Region","CON-Construction Equipment Operators","Female",59,81.7632849297287,0.0679723502304147,0.0932946431523662
"179",2022,"Region","CON-Construction Equipment Operators","Male",809,230.174828483698,0.932027649769585,0.0932946431523662
"180",2022,"Region","CON-Construction Equipment Operators","Total",868,229.271930325105,0.0010233664748444,0.000269306747680549
"181",2022,"Region","CON-Construction Laborers","Female",294,161.694379447772,0.0560213414634146,0.0297846935750141
"182",2022,"Region","CON-Construction Laborers","Male",4954,788.474085804347,0.943978658536585,0.029784693575014
"183",2022,"Region","CON-Construction Laborers","Total",5248,817.906009867576,0.00618735859445095,0.000950897529688221
"184",2022,"Region","CON-Drywall Installers, Ceiling Tile Installers, And Tapers","Female",164,203.203115324298,0.230661040787623,0.240484637540078
"185",2022,"Region","CON-Drywall Installers, Ceiling Tile Installers, And Tapers","Male",547,221.694496244269,0.769338959212377,0.240484637540078
"186",2022,"Region","CON-Drywall Installers, Ceiling Tile Installers, And Tapers","Total",711,303.961994310144,0.000838264474210104,0.000357784905216718
"187",2022,"Region","CON-Electricians","Female",217,149.549862332768,0.0693290734824281,0.0472966248313063
"188",2022,"Region","CON-Electricians","Male",2913,502.029502269289,0.930670926517572,0.0472966248313063
"189",2022,"Region","CON-Electricians","Total",3130,500.255291646175,0.00369025007633984,0.000578917135154614
"190",2022,"Region","CON-Elevator And Escalator Installers And Repairers","Male",140,119.574075759547,1,0
"191",2022,"Region","CON-Elevator And Escalator Installers And Repairers","Total",140,119.574075759547,0.000165059108845871,0.000140631671234313
"192",2022,"Region","CON-Fence Erectors","Male",96,112.349405489081,1,0
"193",2022,"Region","CON-Fence Erectors","Total",96,112.349405489081,0.000113183388922883,0.000132544141784337
"194",2022,"Region","CON-First-Line Supervisors Of Construction Trades And Extraction Workers","Female",110,84.5432382497264,0.0636942675159236,0.0464834651616698
"195",2022,"Region","CON-First-Line Supervisors Of Construction Trades And Extraction Workers","Male",1617,431.286719901912,0.936305732484076,0.0464834651616698
"196",2022,"Region","CON-First-Line Supervisors Of Construction Trades And Extraction Workers","Total",1727,448.886109804035,0.00203612200697728,0.000531154295725962
"197",2022,"Region","CON-Glaziers","Male",466,217.421150371232,1,0
"198",2022,"Region","CON-Glaziers","Total",466,217.421150371232,0.000549411033729829,0.000256811406451805
"199",2022,"Region","CON-Hazardous Materials Removal Workers","Male",132,106.605011578959,1,0
"200",2022,"Region","CON-Hazardous Materials Removal Workers","Total",132,106.605011578959,0.000155627159768964,0.000125699816657149
"201",2022,"Region","CON-Helpers, Construction Trades","Female",30,47.4989299221572,0.681818181818182,0.6388145564313
"202",2022,"Region","CON-Helpers, Construction Trades","Male",14,23.2638131010374,0.318181818181818,0.6388145564313
"203",2022,"Region","CON-Helpers, Construction Trades","Total",44,51.8253327413341,5.18757199229881e-05,6.1050331524211e-05
"204",2022,"Region","CON-Highway Maintenance Workers","Male",81,108.769833139754,1,0
"205",2022,"Region","CON-Highway Maintenance Workers","Total",81,108.769833139754,9.54984844036827e-05,0.000128241620405573
"206",2022,"Region","CON-Insulation Workers","Male",97,97.5056318117061,1,0
"207",2022,"Region","CON-Insulation Workers","Total",97,97.5056318117061,0.000114362382557497,0.000114978633164953
"208",2022,"Region","CON-Other Construction And Related Workers","Male",160,91.1974113530642,1,0
"209",2022,"Region","CON-Other Construction And Related Workers","Total",160,91.1974113530642,0.000188638981538139,0.000107367034446439
"210",2022,"Region","CON-Painters And Paperhangers","Female",369,253.772641696756,0.157289002557545,0.0881304153618457
"211",2022,"Region","CON-Painters And Paperhangers","Male",1977,447.653738471489,0.842710997442455,0.0881304153618457
"212",2022,"Region","CON-Painters And Paperhangers","Total",2346,570.393520546342,0.00276591906680296,0.000676795725031085
"213",2022,"Region","CON-Pipelayers","Male",43,50.4642460312249,1,0
"214",2022,"Region","CON-Pipelayers","Total",43,50.4642460312249,5.06967262883748e-05,5.95244772609371e-05
"215",2022,"Region","CON-Plasterers And Stucco Masons","Male",27,45.328630935646,1,0
"216",2022,"Region","CON-Plasterers And Stucco Masons","Total",27,45.328630935646,3.18328281345609e-05,5.33869865899055e-05
"217",2022,"Region","CON-Plumbers, Pipefitters, And Steamfitters","Female",192,137.006380567658,0.0862146385271666,0.0592543376711781
"218",2022,"Region","CON-Plumbers, Pipefitters, And Steamfitters","Male",2035,434.053285992918,0.913785361472833,0.0592543376711781
"219",2022,"Region","CON-Plumbers, Pipefitters, And Steamfitters","Total",2227,455.84579536012,0.00262561882428397,0.000540889590841543
"220",2022,"Region","CON-Rail-Track Laying And Maintenance Equipment Operators","Male",24,30.2965951882386,1,0
"221",2022,"Region","CON-Rail-Track Laying And Maintenance Equipment Operators","Total",24,30.2965951882386,2.82958472307208e-05,3.56581265742959e-05
"222",2022,"Region","CON-Roofers","Female",28,43.9818368335157,0.0277502477700694,0.0461961862163943
"223",2022,"Region","CON-Roofers","Male",981,378.445469476779,0.972249752229931,0.0461961862163943
"224",2022,"Region","CON-Roofers","Total",1009,378.871570388634,0.00118960457732489,0.000444046291097697
"225",2022,"Region","CON-Sheet Metal Workers","Female",51,79.5515264859827,0.06288532675709,0.100852709337049
"226",2022,"Region","CON-Sheet Metal Workers","Male",760,361.259565715913,0.93711467324291,0.100852709337049
"227",2022,"Region","CON-Sheet Metal Workers","Total",811,365.110334779091,0.00095616383767144,0.00043036050509738
"228",2022,"Region","CON-Solar Photovoltaic Installers","Male",13,21.7768427750673,1,0
"229",2022,"Region","CON-Solar Photovoltaic Installers","Total",13,21.7768427750673,1.53269172499738e-05,2.56333452074358e-05
"230",2022,"Region","CON-Structural Iron And Steel Workers","Female",15,25.115223023099,0.0561797752808989,0.0901287550463593
"231",2022,"Region","CON-Structural Iron And Steel Workers","Male",252,108.225498890049,0.943820224719101,0.0901287550463593
"232",2022,"Region","CON-Structural Iron And Steel Workers","Total",267,111.689321994092,0.000314791300441769,0.00013145878759217
"233",2022,"Region","EAT-Bartenders","Female",860,277.851164537779,0.599303135888502,0.0981113743942016
"234",2022,"Region","EAT-Bartenders","Male",575,171.351052105028,0.400696864111498,0.0981113743942016
"235",2022,"Region","EAT-Bartenders","Total",1435,348.285000351723,0.00169185586567018,0.000408257344900814
"236",2022,"Region","EAT-Chefs And Head Cooks","Female",345,169.932162593636,0.238424326192122,0.109131274104215
"237",2022,"Region","EAT-Chefs And Head Cooks","Male",1102,311.415488311034,0.761575673807878,0.109131274104215
"238",2022,"Region","EAT-Chefs And Head Cooks","Total",1447,334.303301208274,0.00170600378928554,0.00039925477950958
"239",2022,"Region","EAT-Cooks","Female",2598,426.802850409296,0.432423435419441,0.0540393810620708
"240",2022,"Region","EAT-Cooks","Male",3410,504.557595383074,0.567576564580559,0.0540393810620708
"241",2022,"Region","EAT-Cooks","Total",6008,662.113521738342,0.00708339375675711,0.000777567362197393
"242",2022,"Region","EAT-Dining Room And Cafeteria Attendants And Bartender Helpers","Female",196,83.559685292909,0.298325722983257,0.140688908479049
"243",2022,"Region","EAT-Dining Room And Cafeteria Attendants And Bartender Helpers","Male",461,198.063055168045,0.701674277016743,0.140688908479049
"244",2022,"Region","EAT-Dining Room And Cafeteria Attendants And Bartender Helpers","Total",657,199.766608280138,0.000774598817940982,0.000235198448106295
"245",2022,"Region","EAT-Dishwashers","Female",185,120.24263626102,0.180136319376826,0.10285791511008
"246",2022,"Region","EAT-Dishwashers","Male",842,287.976032270917,0.819863680623174,0.10285791511008
"247",2022,"Region","EAT-Dishwashers","Total",1027,329.79398816913,0.00121082646274793,0.000387526509761628
"248",2022,"Region","EAT-Fast Food And Counter Workers","Female",3546,613.214983942214,0.665790461885092,0.0657345589833213
