"","DATA_YEAR","COUNTY","SOCP","SEX","PRACE","count","count_moe","reliability","share","share_moe"
"40",2022,"Region","BUS-Market Research Analysts And Marketing Specialists","Male","White alone",2819,481.695494111685,"good",0.679440829115449,0.0743163215912679
"41",2022,"Region","BUS-Market Research Analysts And Marketing Specialists","Male","Total",4149,643.69135866986,"good",0.476239669421488,0.0434154730928242
"42",2022,"Region","BUS-Market Research Analysts And Marketing Specialists","Total","Total",8712,909.397079435738,"good",0.00203689606218799,0.000212675735247711
"43",2022,"Region","BUS-Meeting, Convention, And Event Planners","Female","White alone",1805,403.77696991037,"good",0.804367201426025,0.0698082385078568
"44",2022,"Region","BUS-Meeting, Convention, And Event Planners","Female","Total",2244,428.385605293292,"good",0.758620689655172,0.0745910600015099
"45",2022,"Region","BUS-Meeting, Convention, And Event Planners","Total","Total",2958,511.725102428052,"good",0.000691590742877878,0.000119644138690284
"46",2022,"Region","BUS-Project Management Specialists","Female","Asian alone",1659,333.848484482482,"good",0.155789275988356,0.0262611892314791
"47",2022,"Region","BUS-Project Management Specialists","Female","White alone",7426,811.20677773842,"good",0.697342473471687,0.039536340698688
"48",2022,"Region","BUS-Project Management Specialists","Female","Total",10649,1081.48573038321,"good",0.482269824736199,0.038716696911112
"49",2022,"Region","BUS-Project Management Specialists","Male","White alone",8026,944.450000285219,"good",0.702064380685794,0.0407790825863097
"50",2022,"Region","BUS-Project Management Specialists","Male","Total",11432,1091.86638008217,"good",0.517730175263801,0.038716696911112
"51",2022,"Region","BUS-Project Management Specialists","Total","Total",22081,1328.25937293465,"good",0.00516261500793997,0.000310593278443198
"52",2022,"Region","BUS-Purchasing Agents, Except Wholesale, Retail, And Farm Products","Female","White alone",1937,375.264126469611,"good",0.669547182855168,0.0765621416806824
"53",2022,"Region","BUS-Purchasing Agents, Except Wholesale, Retail, And Farm Products","Female","Total",2893,416.090548076678,"good",0.551047619047619,0.0552740066901412
"54",2022,"Region","BUS-Purchasing Agents, Except Wholesale, Retail, And Farm Products","Male","White alone",1901,353.430077985731,"good",0.806533729316928,0.0690850658002407
"55",2022,"Region","BUS-Purchasing Agents, Except Wholesale, Retail, And Farm Products","Male","Total",2357,419.560628025021,"good",0.448952380952381,0.0552740066901412
"56",2022,"Region","BUS-Purchasing Agents, Except Wholesale, Retail, And Farm Products","Total","Total",5250,598.802821680476,"good",0.00122746835703477,0.000140027372422587
"57",2022,"Region","BUS-Training And Development Specialists","Female","White alone",1212,278.468911747793,"good",0.793713163064833,0.0807425940090256
"58",2022,"Region","BUS-Training And Development Specialists","Female","Total",1527,315.909390814835,"good",0.537108688005628,0.0727772771888772
"59",2022,"Region","BUS-Training And Development Specialists","Total","Total",2843,507.430107911425,"good",0.000664703340771402,0.000118608341776565
"60",2022,"Region","BUS-Wholesale And Retail Buyers, Except Farm Products","Female","White alone",1905,366.462472841695,"good",0.694241982507289,0.0803633222304504
"61",2022,"Region","BUS-Wholesale And Retail Buyers, Except Farm Products","Female","Total",2744,466.210674417961,"good",0.544876886417792,0.0675320601951487
"62",2022,"Region","BUS-Wholesale And Retail Buyers, Except Farm Products","Male","White alone",1702,374.717857100512,"good",0.742582897033159,0.0844248999105776
"63",2022,"Region","BUS-Wholesale And Retail Buyers, Except Farm Products","Male","Total",2292,487.983919594181,"good",0.455123113582208,0.0675320601951486
"64",2022,"Region","BUS-Wholesale And Retail Buyers, Except Farm Products","Total","Total",5036,680.769988710394,"good",0.00117743440876707,0.000159162376912219
"65",2022,"Region","CLN-First-Line Supervisors Of Housekeeping And Janitorial Workers","Male","Total",1941,441.177376897603,"good",0.583233173076923,0.085217876801743
"66",2022,"Region","CLN-First-Line Supervisors Of Housekeeping And Janitorial Workers","Total","Total",3328,631.859253863153,"good",0.000778098036611757,0.000147746846659799
"67",2022,"Region","CLN-First-Line Supervisors Of Landscaping, Lawn Service, And Groundskeeping Workers","Male","Total",2261,546.820739524161,"good",0.9296875,0.0442269782300796
"68",2022,"Region","CLN-First-Line Supervisors Of Landscaping, Lawn Service, And Groundskeeping Workers","Total","Total",2432,557.996875662176,"good",0.000568610103677823,0.00013037730020376
"69",2022,"Region","CLN-Janitors And Building Cleaners","Female","Asian alone",1823,426.308502285903,"good",0.152399264337067,0.0336597905173112
"70",2022,"Region","CLN-Janitors And Building Cleaners","Female","Hispanic or Latino",2986,502.541576888172,"good",0.249623808727638,0.0365531218602754
"71",2022,"Region","CLN-Janitors And Building Cleaners","Female","White alone",4673,696.574371073362,"good",0.390653736833305,0.0413205596020242
"72",2022,"Region","CLN-Janitors And Building Cleaners","Female","Total",11962,1163.03181052207,"good",0.339626927117345,0.0255561226548204
"73",2022,"Region","CLN-Janitors And Building Cleaners","Male","Asian alone",3300,633.195309448436,"good",0.141880562362956,0.0254631216422988
"74",2022,"Region","CLN-Janitors And Building Cleaners","Male","Black or African American alone",3115,659.188467331233,"good",0.133926652048669,0.026149466701455
"75",2022,"Region","CLN-Janitors And Building Cleaners","Male","Hispanic or Latino",3852,633.78874158015,"good",0.165613310976396,0.022385831131261
"76",2022,"Region","CLN-Janitors And Building Cleaners","Male","White alone",11009,959.959972250796,"good",0.473322154864784,0.0303525703812381
"77",2022,"Region","CLN-Janitors And Building Cleaners","Male","Total",23259,1607.59774342884,"good",0.660373072882655,0.0255561226548204
"78",2022,"Region","CLN-Janitors And Building Cleaners","Total","Total",35221,2066.80064415723,"good",0.00823479295297557,0.000483295629343519
"79",2022,"Region","CLN-Landscaping And Groundskeeping Workers","Female","White alone",1474,351.379277663396,"good",0.643387167175906,0.0971299935829436
"80",2022,"Region","CLN-Landscaping And Groundskeeping Workers","Female","Total",2291,466.525741257918,"good",0.12989737483699,0.0257006044234952
"81",2022,"Region","CLN-Landscaping And Groundskeeping Workers","Male","Hispanic or Latino",5708,865.228013952825,"good",0.371953603544898,0.0413291718793396
"82",2022,"Region","CLN-Landscaping And Groundskeeping Workers","Male","White alone",6935,755.685857370641,"good",0.451909292323733,0.0423419354073793
"83",2022,"Region","CLN-Landscaping And Groundskeeping Workers","Male","Total",15346,1327.18957829835,"good",0.87010262516301,0.0257006044234952
"84",2022,"Region","CLN-Landscaping And Groundskeeping Workers","Total","Total",17637,1375.50922197926,"good",0.0041235922691471,0.00032163332430259
"85",2022,"Region","CLN-Maids And Housekeeping Cleaners","Female","Asian alone",1586,338.790535585781,"good",0.102880124545926,0.0228557442289219
"86",2022,"Region","CLN-Maids And Housekeeping Cleaners","Female","Black or African American alone",1770,422.086292750073,"good",0.114815775817333,0.0283273294373991
"87",2022,"Region","CLN-Maids And Housekeeping Cleaners","Female","Hispanic or Latino",5917,991.970736503855,"good",0.383822003113648,0.0440846727777566
"88",2022,"Region","CLN-Maids And Housekeeping Cleaners","Female","White alone",5082,780.506303427461,"good",0.329657498702647,0.0390728692008247
"89",2022,"Region","CLN-Maids And Housekeeping Cleaners","Female","Total",15416,1421.99841117044,"good",0.848571585842462,0.0325812239144932
"90",2022,"Region","CLN-Maids And Housekeeping Cleaners","Male","Total",2751,634.668202890298,"good",0.151428414157538,0.0325812239144932
"91",2022,"Region","CLN-Maids And Housekeeping Cleaners","Total","Total",18167,1532.42972321205,"good",0.00424750812233347,0.000358328427517918
"92",2022,"Region","CMM-Computer Network Architects","Male","White alone",2188,477.090272438037,"good",0.660827544548475,0.0821055870197849
"93",2022,"Region","CMM-Computer Network Architects","Male","Total",3311,582.403416276038,"good",0.899239543726236,0.0473968747287172
"94",2022,"Region","CMM-Computer Network Architects","Total","Total",3682,681.532155750006,"good",0.000860864474400388,0.000159383890287392
"95",2022,"Region","CMM-Computer Occupations, All Other","Female","White alone",2191,464.764030771261,"good",0.653834676216055,0.081354706502864
"96",2022,"Region","CMM-Computer Occupations, All Other","Female","Total",3351,639.376182520901,"good",0.247671840354767,0.0383924775488247
"97",2022,"Region","CMM-Computer Occupations, All Other","Male","Asian alone",1775,381.815272790717,"good",0.174378622654485,0.0341504261866328
"98",2022,"Region","CMM-Computer Occupations, All Other","Male","White alone",6180,672.398856020368,"good",0.607132331270262,0.0479414937960762
"99",2022,"Region","CMM-Computer Occupations, All Other","Male","Total",10179,891.580894787456,"good",0.752328159645233,0.0383924775488247
"100",2022,"Region","CMM-Computer Occupations, All Other","Total","Total",13530,1120.37096465077,"good",0.00316336130870104,0.000261922159503229
"101",2022,"Region","CMM-Computer Programmers","Female","Total",1379,312.420754198165,"good",0.162139917695473,0.0333866418461559
"102",2022,"Region","CMM-Computer Programmers","Male","White alone",4840,644.796880254744,"good",0.679202918888577,0.0601057288601114
"103",2022,"Region","CMM-Computer Programmers","Male","Total",7126,802.09785037893,"good",0.837860082304527,0.0333866418461559
"104",2022,"Region","CMM-Computer Programmers","Total","Total",8505,881.576741393652,"good",0.00198849873839633,0.000206139585032226
"105",2022,"Region","CMM-Computer Support Specialists","Female","White alone",2113,452.232610317965,"good",0.57015650296816,0.0910595387309072
"106",2022,"Region","CMM-Computer Support Specialists","Female","Total",3706,613.195236125901,"good",0.250168759281761,0.034331192010241
"107",2022,"Region","CMM-Computer Support Specialists","Male","Asian alone",1916,427.328131606731,"good",0.172488296723082,0.0356982227364585
"108",2022,"Region","CMM-Computer Support Specialists","Male","White alone",7132,817.921807703065,"good",0.642059776737486,0.0465701387751939
"109",2022,"Region","CMM-Computer Support Specialists","Male","Total",11108,1003.44696618394,"good",0.749831240718239,0.034331192010241
"110",2022,"Region","CMM-Computer Support Specialists","Total","Total",14814,1211.24372758696,"good",0.00346356499830726,0.000283038396527714
"111",2022,"Region","CMM-Computer Systems Analysts","Female","White alone",3029,462.531615323483,"good",0.575199392328143,0.0604824322618439
"112",2022,"Region","CMM-Computer Systems Analysts","Female","Total",5266,637.851587114902,"good",0.412760620786957,0.0390690014551464
"113",2022,"Region","CMM-Computer Systems Analysts","Male","White alone",4817,595.668219532694,"good",0.642952482648158,0.0516566173204937
"114",2022,"Region","CMM-Computer Systems Analysts","Male","Total",7492,860.354343472793,"good",0.587239379213043,0.0390690014551465
"115",2022,"Region","CMM-Computer Systems Analysts","Total","Total",12758,1099.28151197043,"good",0.00298286500934279,0.000257292177942157
"116",2022,"Region","CMM-Database Administrators And Architects","Male","Total",2611,518.656787133842,"good",0.707588075880759,0.0724036607318287
"117",2022,"Region","CMM-Database Administrators And Architects","Total","Total",3690,658.507595152668,"good",0.000862734902373012,0.000153977888716641
"118",2022,"Region","CMM-Information Security Analysts","Male","Total",2753,564.699173867157,"good",0.81233402183535,0.0601117058049426
"119",2022,"Region","CMM-Information Security Analysts","Total","Total",3389,564.314726510172,"good",0.000792360049903018,0.000131929236678479
"120",2022,"Region","CMM-Network And Computer Systems Administrators","Male","White alone",2095,375.101122745587,"good",0.681079323797139,0.070433929219802
"121",2022,"Region","CMM-Network And Computer Systems Administrators","Male","Total",3076,410.263791498836,"good",0.826659500134373,0.0577229431282091
"122",2022,"Region","CMM-Network And Computer Systems Administrators","Total","Total",3721,470.408308455272,"good",0.000869982810766932,0.000109990588431339
"123",2022,"Region","CMM-Operations Research Analysts","Female","White alone",1392,331.900713182798,"good",0.69426433915212,0.135354232190509
"124",2022,"Region","CMM-Operations Research Analysts","Female","Total",2005,453.747539624184,"good",0.539268423883808,0.0728571871752109
"125",2022,"Region","CMM-Operations Research Analysts","Male","Total",1713,413.090584154977,"good",0.460731576116191,0.0728571871752109
"126",2022,"Region","CMM-Operations Research Analysts","Total","Total",3718,676.770273479118,"good",0.000869281400277197,0.000158205315901435
"127",2022,"Region","CMM-Other Mathematical Science Occupations","Female","White alone",1764,381.133933327577,"good",0.439571392972838,0.0674869363526733
"128",2022,"Region","CMM-Other Mathematical Science Occupations","Female","Total",4013,706.546075425198,"good",0.428464659406363,0.0483359684676913
"129",2022,"Region","CMM-Other Mathematical Science Occupations","Male","Asian alone",2185,516.871067729903,"good",0.408182327666729,0.0611708561449145
"130",2022,"Region","CMM-Other Mathematical Science Occupations","Male","White alone",2410,341.631293443677,"good",0.450214832804035,0.0594141262840647
"131",2022,"Region","CMM-Other Mathematical Science Occupations","Male","Total",5353,695.759356999602,"good",0.571535340593637,0.0483359684676913
"132",2022,"Region","CMM-Other Mathematical Science Occupations","Total","Total",9366,1087.60335376287,"good",0.00218980354895004,0.000254284291746957
"133",2022,"Region","CMM-Software Developers","Female","Asian alone",13780,1245.19763358071,"good",0.61534339555238,0.0324673074040224
"134",2022,"Region","CMM-Software Developers","Female","White alone",6984,707.066850304835,"good",0.31186925069215,0.0285349984417214
"135",2022,"Region","CMM-Software Developers","Female","Total",22394,1429.17937027687,"good",0.190577502425408,0.010768602109904
"136",2022,"Region","CMM-Software Developers","Male","Asian alone",41417,2148.91031959253,"good",0.435455042476239,0.0166428650103316
"137",2022,"Region","CMM-Software Developers","Male","Hispanic or Latino",4478,644.058676206019,"good",0.0470813356884515,0.00657964862624051
"138",2022,"Region","CMM-Software Developers","Male","Two or More Races",3228,520.519435297569,"good",0.0339389351501388,0.00546896559553177
"139",2022,"Region","CMM-Software Developers","Male","White alone",43975,1993.4780654051,"good",0.462349650937842,0.0162969431843686
"140",2022,"Region","CMM-Software Developers","Male","Total",95112,3096.29639408903,"good",0.809422497574592,0.010768602109904
"141",2022,"Region","CMM-Software Developers","Total","Total",117506,3484.11036892113,"good",0.0274733136689006,0.000813060089007046
"142",2022,"Region","CMM-Software Quality Assurance Analysts And Testers","Total","Total",3737,795.962789585669,"good",0.00087372366671218,0.000186066566352558
"143",2022,"Region","CMM-Web And Digital Interface Designers","Female","Total",1102,213.238260605948,"good",0.467940552016985,0.0768302453617832
"144",2022,"Region","CMM-Web And Digital Interface Designers","Total","Total",2355,402.924441026168,"good",0.000550607234441313,9.4214610346129e-05
"145",2022,"Region","CMM-Web Developers","Total","Total",3392,695.266698484294,"good",0.000793061460392752,0.000162497307676609
"146",2022,"Region","CMS-Clergy","Male","White alone",3139,379.131640423218,"good",0.608215462119744,0.0662285276627342
"147",2022,"Region","CMS-Clergy","Male","Total",5161,683.918221296413,"good",0.798545567074114,0.0457603782080501
"148",2022,"Region","CMS-Clergy","Total","Total",6463,799.962840376039,"good",0.00151107199838395,0.000187067238557895
"149",2022,"Region","CMS-Counselors, All Other","Female","Total",2622,518.119772056858,"good",0.60179022263025,0.0709093342271026
"150",2022,"Region","CMS-Counselors, All Other","Male","Total",1735,425.303925819525,"good",0.39820977736975,0.0709093342271026
"151",2022,"Region","CMS-Counselors, All Other","Total","Total",4357,706.670920251251,"good",0.00101868183459057,0.000165239684699858
"152",2022,"Region","CMS-Educational, Guidance, And Career Counselors And Advisors","Female","White alone",2619,402.80723045118,"good",0.628208203406093,0.0650443071345846
"153",2022,"Region","CMS-Educational, Guidance, And Career Counselors And Advisors","Female","Total",4169,473.974001579992,"good",0.745529327610873,0.0420230246606231
"154",2022,"Region","CMS-Educational, Guidance, And Career Counselors And Advisors","Male","Total",1423,331.747195270736,"good",0.254470672389127,0.0420230246606231
"155",2022,"Region","CMS-Educational, Guidance, And Career Counselors And Advisors","Total","Total",5592,669.899968867554,"good",0.00130742915286447,0.000156578595304676
"156",2022,"Region","CMS-Mental Health Counselors","Female","White alone",2333,406.048349243966,"good",0.746798975672215,0.0669719456811782
"157",2022,"Region","CMS-Mental Health Counselors","Female","Total",3124,500.717842399789,"good",0.757149781871062,0.0491961847722312
"158",2022,"Region","CMS-Mental Health Counselors","Total","Total",4126,606.193325208633,"good",0.000964673226881043,0.000141788636915573
"159",2022,"Region","CMS-Other Community And Social Service Specialists","Total","Total",2110,440.267893423992,"good",0.00049332537777969,0.000102910000392213
"160",2022,"Region","CMS-Social And Human Service Assistants","Female","White alone",1692,410.568240398292,"good",0.48122866894198,0.0935877612836994
"161",2022,"Region","CMS-Social And Human Service Assistants","Female","Total",3516,580.580721869276,"good",0.723456790123457,0.0744353124553599
"162",2022,"Region","CMS-Social And Human Service Assistants","Total","Total",4860,799.218725686999,"good",0.00113628499336933,0.000186895027488819
"163",2022,"Region","CMS-Social Workers, All Other","Female","White alone",4380,639.959760510378,"good",0.65324384787472,0.0607714796247281
"164",2022,"Region","CMS-Social Workers, All Other","Female","Total",6705,775.769163591851,"good",0.802129441320732,0.0406545075781853
"165",2022,"Region","CMS-Social Workers, All Other","Male","Total",1654,390.465101963351,"good",0.197870558679268,0.0406545075781853
"166",2022,"Region","CMS-Social Workers, All Other","Total","Total",8359,890.982554372559,"good",0.00195436342789594,0.000208353873738638
"167",2022,"Region","CMS-Substance Abuse And Behavioral Disorder Counselors","Female","White alone",900,219.107886739045,"good",0.658376005852231,0.128510683444854
"168",2022,"Region","CMS-Substance Abuse And Behavioral Disorder Counselors","Female","Total",1367,299.541807666309,"good",0.694261046216353,0.10387144219788
"169",2022,"Region","CMS-Substance Abuse And Behavioral Disorder Counselors","Total","Total",1969,376.510998079737,"good",0.000460359084762184,8.80195416155137e-05
"170",2022,"Region","CON-Carpenters","Male","Hispanic or Latino",6162,1012.53845713262,"good",0.275040171397965,0.0357431222246525
"171",2022,"Region","CON-Carpenters","Male","White alone",13379,1056.40524461615,"good",0.597170148187824,0.0402577867204362
"172",2022,"Region","CON-Carpenters","Male","Total",22404,1521.92787215467,"good",0.970416251570148,0.0110946034564087
"173",2022,"Region","CON-Carpenters","Total","Total",23087,1594.48463462454,"good",0.00539782132549749,0.000372660335418018
"174",2022,"Region","CON-Carpet, Floor, And Tile Installers And Finishers","Male","White alone",1789,430.72323280298,"good",0.556627255756067,0.0987670816440462
"175",2022,"Region","CON-Carpet, Floor, And Tile Installers And Finishers","Male","Total",3214,653.414520762854,"good",0.972465960665658,0.029427243556539
"176",2022,"Region","CON-Carpet, Floor, And Tile Installers And Finishers","Total","Total",3305,667.126094321756,"good",0.000772720556190462,0.000155956168220105
"177",2022,"Region","CON-Construction And Building Inspectors","Total","Total",2262,553.251309739751,"good",0.000528863509259554,0.00012937671277205
"178",2022,"Region","CON-Construction Equipment Operators","Male","White alone",3490,496.249906745583,"good",0.787099684258006,0.0661460119455183
"179",2022,"Region","CON-Construction Equipment Operators","Male","Total",4434,583.350028957743,"good",0.963075586446568,0.0288899438130823
"180",2022,"Region","CON-Construction Equipment Operators","Total","Total",4604,580.111996324848,"good",0.00107643129824535,0.000135648094926704
"181",2022,"Region","CON-Construction Laborers","Male","Hispanic or Latino",6528,895.738375085047,"good",0.275268817204301,0.0295816704883272
"182",2022,"Region","CON-Construction Laborers","Male","White alone",12607,1038.68620429187,"good",0.531604469744887,0.0317519698336069
"183",2022,"Region","CON-Construction Laborers","Male","Total",23715,1736.87093444109,"good",0.95378861003861,0.0137987464797066
"184",2022,"Region","CON-Construction Laborers","Total","Total",24864,1705.48035658652,"good",0.00581329013891669,0.000399072094826666
"185",2022,"Region","CON-Drywall Installers, Ceiling Tile Installers, And Tapers","Male","Total",2335,523.838104133806,"good",0.912822517591869,0.0718204879519956
"186",2022,"Region","CON-Electricians","Male","White alone",12323,1138.76519587885,"good",0.760162852384184,0.034301909279813
"187",2022,"Region","CON-Electricians","Male","Total",16211,1272.51888087171,"good",0.936132124501935,0.0210654913681584
"188",2022,"Region","CON-Electricians","Total","Total",17317,1329.07306460744,"good",0.00404877515024213,0.000310889958352914
"189",2022,"Region","CON-First-Line Supervisors Of Construction Trades And Extraction Workers","Male","White alone",6596,801.571298439041,"good",0.794890335020487,0.0509161300540069
"190",2022,"Region","CON-First-Line Supervisors Of Construction Trades And Extraction Workers","Male","Total",8298,944.753589586988,"good",0.95566048600714,0.0192549485600659
"191",2022,"Region","CON-First-Line Supervisors Of Construction Trades And Extraction Workers","Total","Total",8683,905.700086834075,"good",0.00203011576078723,0.000211661988277677
"192",2022,"Region","CON-Painters And Paperhangers","Male","Hispanic or Latino",3921,777.78706928214,"good",0.450845119006554,0.0638369641430808
"193",2022,"Region","CON-Painters And Paperhangers","Male","White alone",3386,545.311545216356,"good",0.389329653903645,0.0520041544774061
"194",2022,"Region","CON-Painters And Paperhangers","Male","Total",8697,1046.51087367679,"good",0.918179898648649,0.0282461622103638
"195",2022,"Region","CON-Painters And Paperhangers","Total","Total",9472,1137.36173174259,"good",0.00221458671958731,0.000265880436063892
"196",2022,"Region","CON-Plumbers, Pipefitters, And Steamfitters","Male","White alone",6674,820.812720103526,"good",0.713949507916132,0.0459463178441247
"197",2022,"Region","CON-Plumbers, Pipefitters, And Steamfitters","Male","Total",9348,894.708604220531,"good",0.950386335908906,0.0206255135568642
"198",2022,"Region","CON-Plumbers, Pipefitters, And Steamfitters","Total","Total",9836,896.506889725338,"good",0.00229969119234172,0.000209497738327757
"199",2022,"Region","CON-Roofers","Male","Total",3780,617.189224636578,"good",0.969728065674705,0.0395288092801967
"200",2022,"Region","CON-Roofers","Total","Total",3898,623.267467837846,"good",0.000911366029661247,0.000145695183259924
"201",2022,"Region","CON-Sheet Metal Workers","Male","Total",3050,664.174021109114,"good",0.896004700352526,0.0629355962524184
"202",2022,"Region","CON-Sheet Metal Workers","Total","Total",3404,728.006082402475,"good",0.000795867102351689,0.000170217848428725
"203",2022,"Region","EAT-Bartenders","Female","White alone",3469,556.69045788032,"good",0.711006353761017,0.0759910784041193
"204",2022,"Region","EAT-Bartenders","Female","Total",4879,682.001010063402,"good",0.577328126848894,0.0445841819962969
"205",2022,"Region","EAT-Bartenders","Male","White alone",2654,438.854276495912,"good",0.743001119820829,0.0673116801836074
"206",2022,"Region","EAT-Bartenders","Male","Total",3572,552.05327496085,"good",0.422671873151106,0.0445841819962969
"207",2022,"Region","EAT-Bartenders","Total","Total",8451,973.918912343322,"good",0.00197587334958112,0.000227558817769248
"208",2022,"Region","EAT-Chefs And Head Cooks","Female","Total",2319,485.734824518481,"good",0.277924256951103,0.0513340407077224
"209",2022,"Region","EAT-Chefs And Head Cooks","Male","White alone",2862,598.791410948963,"good",0.475020746887967,0.0737710195942084
"210",2022,"Region","EAT-Chefs And Head Cooks","Male","Total",6025,872.01557059923,"good",0.722075743048897,0.0513340407077224
"211",2022,"Region","EAT-Chefs And Head Cooks","Total","Total",8344,993.250400629167,"good",0.00195085637544727,0.000232343982110908
"212",2022,"Region","EAT-Cooks","Female","Asian alone",3125,601.894575194652,"good",0.221332955591756,0.0363625585529723
"213",2022,"Region","EAT-Cooks","Female","Hispanic or Latino",3416,634.762529900947,"good",0.24194348041646,0.0410575591337844
"214",2022,"Region","EAT-Cooks","Female","White alone",5859,636.253273524978,"good",0.414972731779871,0.0372465518585671
"215",2022,"Region","EAT-Cooks","Female","Total",14119,1077.53477086125,"good",0.396567704968682,0.0263457343209095
"216",2022,"Region","EAT-Cooks","Male","Asian alone",2912,640.742703927442,"good",0.135542729473096,0.0258051785267069
"217",2022,"Region","EAT-Cooks","Male","Hispanic or Latino",5795,966.038557658932,"good",0.2697356172035,0.0374470528626586
"218",2022,"Region","EAT-Cooks","Male","White alone",8716,985.841239794725,"good",0.405697263079501,0.040211741271088
